space,time,day,poi,type,root_type,rating,weather,tid,label
40.9564296604857 -74.0688556189744,855,Monday,Taco Bell,Fast Food Restaurant,Food,5.8,Clear,21369,768
40.9544350000000 -74.0667240000000,873,Monday,Sears,Department Store,Shop & Service,6.0,Clouds,21369,768
40.9561456958968 -74.0684509277344,873,Monday,Auntie Anne's,Snack Place,Food,6.7,Clouds,21369,768
40.9584791863044 -74.0693950653076,883,Monday,Macy's,Department Store,Shop & Service,7.1,Clouds,21369,768
40.7747343541817 -74.0323962641175,1148,Monday,Kennedy Center,Doctor's Office,Professional & Other Places,-1.0,Clouds,21369,768
40.7744318606194 -74.0332603454590,1171,Monday,Chase Bank,Bank,Shop & Service,6.5,Clouds,21369,768
40.7746434000000 -74.0323954500000,1172,Monday,Discount Depot,Miscellaneous Shop,Shop & Service,-1.0,Clouds,21369,768
40.7744185880079 -74.0348232804781,1176,Monday,Columbia Park Center,Shopping Mall,Shop & Service,6.3,Clouds,21369,768
40.8130987279918 -73.9846855401993,40,Tuesday,Starbucks,Coffee Shop,Food,8.1,Clear,21369,768
40.7587626851628 -74.0442843322801,270,Tuesday,Dunkin' Donuts,Donut Shop,Food,7.0,Clear,21369,768
40.8020420837973 -74.0006327810760,365,Tuesday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21369,768
40.7925477016768 -74.0505337715149,1046,Tuesday,Mill Creek Mall,Shopping Mall,Shop & Service,7.5,Clouds,21369,768
40.7862971052313 -74.0461202610826,1046,Tuesday,Harmon Meadow,Shopping Mall,Shop & Service,7.0,Clouds,21369,768
40.7918114333333 -74.0499816666667,1058,Tuesday,Verizon,Mobile Phone Shop,Shop & Service,-1.0,Clouds,21369,768
40.7101735563743 -74.0877451713321,1201,Tuesday,New Jersey City University,University,College & University,-1.0,Clouds,21369,768
40.8211817681592 -73.9917612075806,21,Wednesday,A&P,Grocery Store,Shop & Service,-1.0,Clear,21369,768
40.8128348250965 -73.9840793609619,47,Wednesday,Edgewater Commons,Shopping Mall,Shop & Service,8.1,Clear,21369,768
40.8130987279918 -73.9846855401993,59,Wednesday,Starbucks,Coffee Shop,Food,8.1,Clear,21369,768
40.7702455318193 -74.0184933972607,152,Wednesday,Weehawken Dueling Grounds,Park,Outdoors & Recreation,7.1,Clouds,21369,768
40.7710608020235 -74.0181376358204,185,Wednesday,"Blvd East ""The Block"" NYC View",Scenic Lookout,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8087962865829 -74.0023076534271,207,Wednesday,QuickChek,Miscellaneous Shop,Shop & Service,7.8,Clouds,21369,768
40.8020420837973 -74.0006327810760,354,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21369,768
40.8033416365219 -74.0064487825594,852,Wednesday,Fine Fare,Supermarket,Shop & Service,-1.0,Clouds,21369,768
40.8011246001335 -74.0142488479614,956,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21369,768
40.8006860356192 -74.0148496627808,1141,Wednesday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8034444718879 -74.0060872602390,1141,Wednesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8033173792385 -74.0063524246216,1227,Wednesday,The Camizzi Car Hold,Parking,Professional & Other Places,-1.0,Clouds,21369,768
40.8014169748664 -74.0143775939941,1266,Wednesday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clouds,21369,768
40.8011246001335 -74.0142488479614,612,Thursday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21369,768
40.7747343541817 -74.0323962641175,788,Thursday,Kennedy Center,Doctor's Office,Professional & Other Places,-1.0,Clouds,21369,768
40.7746034860611 -74.0322000000000,788,Thursday,MyUnique,Thrift / Vintage Store,Shop & Service,7.0,Clouds,21369,768
40.7746434000000 -74.0323954500000,796,Thursday,Discount Depot,Miscellaneous Shop,Shop & Service,-1.0,Clouds,21369,768
40.7577130093935 -74.0437507621438,810,Thursday,KFC,Fast Food Restaurant,Food,5.9,Clouds,21369,768
40.8034444718879 -74.0060872602390,881,Thursday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8132895494315 -74.0113735198975,968,Thursday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21369,768
40.8011246001335 -74.0142488479614,661,Friday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21369,768
40.8020420837973 -74.0006327810760,785,Friday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21369,768
40.8039649766588 -74.0051346743456,1332,Friday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clear,21369,768
40.8033802007548 -74.0064946901067,1425,Friday,Town Beverage,Liquor Store,Shop & Service,-1.0,Clear,21369,768
40.7597910000000 -74.0227893571429,23,Saturday,Hi-Tech Billiards,Pool Hall,Arts & Entertainment,-1.0,Clear,21369,768
40.9563425162631 -74.0690277157403,714,Saturday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clear,21369,768
40.9564888763106 -74.0687753070967,721,Saturday,Paramus Park Fountain,Garden,Outdoors & Recreation,-1.0,Clear,21369,768
40.9562048333709 -74.0686032101010,721,Saturday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clear,21369,768
40.9561456958968 -74.0684509277344,989,Saturday,Auntie Anne's,Snack Place,Food,6.7,Clear,21369,768
40.9565346166931 -74.0690946578979,995,Saturday,Buddy's Sports Corner,Sporting Goods Shop,Shop & Service,-1.0,Clear,21369,768
40.8640024520883 -74.0359076820391,1021,Saturday,River Front Plaza,Shopping Mall,Shop & Service,-1.0,Clear,21369,768
40.8634942442450 -74.0358101435273,1029,Saturday,KFC,Fast Food Restaurant,Food,5.4,Clear,21369,768
40.8012272147775 -74.0003028102289,314,Sunday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Rain,21369,768
40.8022778485458 -73.9994859695435,548,Sunday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8020420837973 -74.0006327810760,548,Sunday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21369,768
40.8033446470058 -74.0063340136428,768,Sunday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8014169748664 -74.0143775939941,904,Sunday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clouds,21369,768
40.8006860356192 -74.0148496627808,941,Sunday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8018392916515 -74.0141201019287,942,Sunday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21369,768
40.8330995119797 -74.0102148056030,690,Monday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clear,21370,768
40.9558986652535 -74.0681844400908,709,Monday,Paramus Park Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21370,768
40.9563425162631 -74.0690277157403,710,Monday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clear,21370,768
40.9584791863044 -74.0693950653076,714,Monday,Macy's,Department Store,Shop & Service,7.1,Clear,21370,768
40.9565346166931 -74.0690946578979,714,Monday,Buddy's Sports Corner,Sporting Goods Shop,Shop & Service,-1.0,Clear,21370,768
40.9564715166667 -74.0688600000000,718,Monday,Dunkin Donuts,Donut Shop,Food,6.3,Clear,21370,768
40.9562048333709 -74.0686032101010,720,Monday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clear,21370,768
40.9564312268171 -74.0688728286580,952,Monday,Paramus Park Food Court,Food Court,Food,6.7,Clear,21370,768
40.9564296604857 -74.0688556189744,965,Monday,Taco Bell,Fast Food Restaurant,Food,5.8,Clear,21370,768
40.9572832378693 -74.0692342316527,991,Monday,Quails,Men's Store,Shop & Service,-1.0,Clear,21370,768
40.9561456958968 -74.0684509277344,991,Monday,Auntie Anne's,Snack Place,Food,6.7,Clear,21370,768
40.9544350000000 -74.0667240000000,1001,Monday,Sears,Department Store,Shop & Service,6.0,Clear,21370,768
40.9562048333709 -74.0686032101010,1001,Monday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clear,21370,768
40.7618798850444 -74.0441474318504,1013,Tuesday,John F. Kennedy Elementary School,Elementary School,Professional & Other Places,-1.0,Clear,21370,768
40.7724867975155 -74.0292749493683,1029,Tuesday,Margie's Barber Shop,Salon / Barbershop,Shop & Service,-1.0,Clear,21370,768
40.8052868037173 -74.0109648847478,1049,Tuesday,Our Lady of Fatima R.C. Church,Church,Professional & Other Places,-1.0,Clear,21370,768
40.8081967290294 -74.0180400882129,1139,Tuesday,Cugino's Pizzeria and Ristorante,Italian Restaurant,Food,-1.0,Clear,21370,768
40.7618798850444 -74.0441474318504,1318,Tuesday,John F. Kennedy Elementary School,Elementary School,Professional & Other Places,-1.0,Clear,21370,768
40.8022778485458 -73.9994859695435,1369,Tuesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21370,768
40.8033446470058 -74.0063340136428,1369,Tuesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21370,768
40.8022778485458 -73.9994859695435,795,Wednesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21370,768
40.8039649766588 -74.0051346743456,901,Wednesday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clouds,21370,768
40.8045877491008 -74.0049223503374,931,Wednesday,North Bergen Public Library,Library,Professional & Other Places,-1.0,Clouds,21370,768
40.8022919295848 -74.0064659978909,931,Wednesday,North Bergen Post Office,Post Office,Professional & Other Places,-1.0,Clouds,21370,768
40.8020420837973 -74.0006327810760,962,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21370,768
40.8132895494315 -74.0113735198975,1093,Wednesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21370,768
40.8134291126369 -74.0135420858860,42,Thursday,Walmart Supercenter,Big Box Store,Shop & Service,6.5,Clouds,21370,768
40.8121981333333 -74.0131270000000,43,Thursday,Wendy's,Fast Food Restaurant,Food,6.3,Clouds,21370,768
40.8136110000000 -74.0103210500000,62,Thursday,7-Eleven,Convenience Store,Shop & Service,6.6,Clouds,21370,768
40.8033802007548 -74.0064946901067,71,Thursday,Town Beverage,Liquor Store,Shop & Service,-1.0,Clouds,21370,768
40.8049381728163 -74.0013070675608,128,Thursday,Bruins Stadium,Stadium,Arts & Entertainment,6.7,Rain,21370,768
40.8020420837973 -74.0006327810760,129,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Rain,21370,768
40.8012272147775 -74.0003028102289,633,Thursday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21370,768
40.8039649766588 -74.0051346743456,941,Thursday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clear,21370,768
40.8132895494315 -74.0113735198975,1065,Thursday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21370,768
40.8121981333333 -74.0131270000000,19,Friday,Wendy's,Fast Food Restaurant,Food,6.3,Clear,21370,768
40.8134291126369 -74.0135420858860,22,Friday,Walmart Supercenter,Big Box Store,Shop & Service,6.5,Clear,21370,768
40.8136110000000 -74.0103210500000,55,Friday,7-Eleven,Convenience Store,Shop & Service,6.6,Clear,21370,768
40.8020420837973 -74.0006327810760,102,Friday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21370,768
40.7587626851628 -74.0442843322801,616,Friday,Dunkin' Donuts,Donut Shop,Food,7.0,Clear,21370,768
40.8069977352103 -74.0161726623774,689,Friday,BP,Gas Station,Shop & Service,6.2,Clouds,21370,768
40.8094453811646 -74.0077310800552,704,Friday,Town Service Center,Gas Station,Shop & Service,-1.0,Clouds,21370,768
40.8160178299938 -73.9981555938721,728,Friday,Our Lady of Grace R.C. Church,Church,Professional & Other Places,-1.0,Clouds,21370,768
40.8087962865829 -74.0023076534271,750,Friday,QuickChek,Miscellaneous Shop,Shop & Service,7.8,Clouds,21370,768
40.7860510000000 -74.0456251833333,982,Friday,Burger King,Fast Food Restaurant,Food,-1.0,Clouds,21370,768
40.7861215333333 -74.0464621782303,987,Friday,Bank Of America,Bank,Shop & Service,6.0,Clouds,21370,768
40.8043427110207 -74.0056511371656,9,Saturday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21370,768
40.8020420837973 -74.0006327810760,301,Saturday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21370,768
40.8012272147775 -74.0003028102289,700,Saturday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21370,768
40.8039649766588 -74.0051346743456,882,Saturday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clouds,21370,768
40.8043427110207 -74.0056511371656,882,Saturday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21370,768
40.9564888763106 -74.0687753070967,1352,Saturday,Paramus Park Fountain,Garden,Outdoors & Recreation,-1.0,Clouds,21370,768
40.7694623998084 -74.0438138726682,122,Sunday,Taco Bell,Fast Food Restaurant,Food,7.4,Clouds,21370,768
40.8170282957992 -74.0017718934570,144,Sunday,The Point Diner Fairview,Diner,Food,7.3,Clouds,21370,768
40.7702455318193 -74.0184933972607,206,Sunday,Weehawken Dueling Grounds,Park,Outdoors & Recreation,7.1,Clouds,21370,768
40.7701418259051 -74.0169149637222,207,Sunday,Weehawken Dueling Grounds,Park,Outdoors & Recreation,7.1,Clouds,21370,768
40.7710608020235 -74.0181376358204,209,Sunday,"Blvd East ""The Block"" NYC View",Scenic Lookout,Outdoors & Recreation,-1.0,Clouds,21370,768
40.8049381728163 -74.0013070675608,226,Sunday,Bruins Stadium,Stadium,Arts & Entertainment,6.7,Clouds,21370,768
40.8022778485458 -73.9994859695435,227,Sunday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21370,768
40.8020420837973 -74.0006327810760,230,Sunday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21370,768
40.9045609909559 -74.0326595306396,785,Sunday,Coach House Diner & Restaurant,Diner,Food,6.7,Rain,21370,768
40.8218072969796 -73.9907879281672,1118,Sunday,A.K. Macagna Funeral Home,Funeral Home,Professional & Other Places,-1.0,Rain,21370,768
40.8160178299938 -73.9981555938721,1179,Sunday,Our Lady of Grace R.C. Church,Church,Professional & Other Places,-1.0,Rain,21370,768
40.8039649766588 -74.0051346743456,1293,Sunday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Rain,21370,768
40.8012272147775 -74.0003028102289,1437,Sunday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Rain,21370,768
40.8043427110207 -74.0056511371656,1437,Sunday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Rain,21370,768
40.8033819497664 -74.0065291207600,737,Tuesday,Carol Ann Cleaners,Laundry Service,Shop & Service,-1.0,Clouds,21372,768
40.8022919295848 -74.0064659978909,782,Tuesday,North Bergen Post Office,Post Office,Professional & Other Places,-1.0,Clouds,21372,768
40.8043427110207 -74.0056511371656,1050,Tuesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21372,768
40.8030584446864 -74.0057773834207,1118,Tuesday,Fine Fare,Supermarket,Shop & Service,-1.0,Clear,21372,768
40.8020420837973 -74.0006327810760,1155,Tuesday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21372,768
40.8059749333333 -74.0098700166667,825,Thursday,Deluxe Barber Shop,Salon / Barbershop,Shop & Service,-1.0,Clouds,21372,768
40.8062952895524 -74.0098057429006,862,Thursday,Rose Delicatessen,Deli / Bodega,Food,-1.0,Clouds,21372,768
40.8020420837973 -74.0006327810760,906,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21372,768
40.8132895494315 -74.0113735198975,953,Thursday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21372,768
40.8020420837973 -74.0006327810760,132,Friday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21372,768
40.8607586045227 -74.1988277435303,615,Friday,Montclair State University,University,College & University,-1.0,Clouds,21372,768
40.8610831732134 -74.1989135742188,622,Friday,Dickson Hall,College Academic Building,College & University,-1.0,Clouds,21372,768
40.8625422658968 -74.1977978848959,631,Friday,Montclair State University Bookstore,College Bookstore,College & University,-1.0,Clouds,21372,768
40.7918857074864 -74.0495038032532,674,Friday,Panera Bread,Bakery,Food,8.7,Clouds,21372,768
40.8151896138260 -74.0094637870789,806,Friday,Fairview Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21372,768
40.8059968376642 -73.9977318874645,1066,Friday,BP,Gas Station,Shop & Service,6.2,Clear,21372,768
40.8043427110207 -74.0056511371656,1138,Friday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21372,768
40.8020420837973 -74.0006327810760,1268,Friday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21372,768
40.8037553044850 -74.0068504732251,1435,Friday,Town Beverage,Liquor Store,Shop & Service,-1.0,Clear,21372,768
40.8020420837973 -74.0006327810760,125,Saturday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21372,768
40.9563425162631 -74.0690277157403,641,Saturday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clouds,21372,768
40.9564465183561 -74.0688613555358,646,Saturday,Dunkin Donuts,Donut Shop,Food,6.3,Clouds,21372,768
40.9559639575860 -74.0683622740440,660,Saturday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clouds,21372,768
40.9564312268171 -74.0688728286580,893,Saturday,Paramus Park Food Court,Food Court,Food,6.7,Fog,21372,768
40.9564087500000 -74.0688591666667,903,Saturday,Nathan's Famous,Hot Dog Joint,Food,7.1,Fog,21372,768
40.9564296604857 -74.0688556189744,919,Saturday,Taco Bell,Fast Food Restaurant,Food,5.8,Fog,21372,768
40.9561456958968 -74.0684509277344,931,Saturday,Auntie Anne's,Snack Place,Food,6.7,Fog,21372,768
40.9557521370096 -74.0681614937620,1057,Saturday,Paramus Park Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21372,768
40.7377410000000 -74.0330780000000,1201,Saturday,Village Pourhouse,Sports Bar,Nightlife Spot,-1.0,Clouds,21372,768
40.7860863528562 -74.0461604218268,1244,Saturday,Harmon Meadow,Shopping Mall,Shop & Service,7.0,Clouds,21372,768
40.8006860356192 -74.0148496627808,902,Sunday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21372,768
40.8018392916515 -74.0141201019287,1140,Sunday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21372,768
40.8023541739406 -74.0123994565080,1153,Sunday,Exxon,Gas Station,Shop & Service,5.9,Clear,21372,768
40.8043427110207 -74.0056511371656,1240,Sunday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21372,768
40.8039649766588 -74.0051346743456,1332,Sunday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clear,21372,768
40.8132895494315 -74.0113735198975,1369,Sunday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21372,768
40.8121981333333 -74.0131270000000,1413,Sunday,Wendy's,Fast Food Restaurant,Food,6.3,Clear,21372,768
40.8023541739406 -74.0123994565080,123,Monday,Exxon,Gas Station,Shop & Service,5.9,Clouds,21374,768
40.8020420837973 -74.0006327810760,135,Monday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21374,768
40.8012272147775 -74.0003028102289,619,Monday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clouds,21374,768
40.8059968376642 -73.9977318874645,682,Monday,BP,Gas Station,Shop & Service,6.2,Clouds,21374,768
40.8330995119797 -74.0102148056030,691,Monday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clouds,21374,768
40.9563425162631 -74.0690277157403,712,Monday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clouds,21374,768
40.9564465183561 -74.0688613555358,720,Monday,Dunkin Donuts,Donut Shop,Food,6.3,Clouds,21374,768
40.9559639575860 -74.0683622740440,730,Monday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clouds,21374,768
40.9564888763106 -74.0687753070967,964,Monday,Paramus Park Fountain,Garden,Outdoors & Recreation,-1.0,Clouds,21374,768
40.9564312268171 -74.0688728286580,969,Monday,Paramus Park Food Court,Food Court,Food,6.7,Clouds,21374,768
40.9564187333333 -74.0688570000000,976,Monday,Subway,Sandwich Place,Food,6.8,Clouds,21374,768
40.9561456958968 -74.0684509277344,994,Monday,Auntie Anne's,Snack Place,Food,6.7,Clouds,21374,768
40.9559984843002 -74.0683278545823,1137,Monday,Paramus Park Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21374,768
40.8043427110207 -74.0056511371656,1188,Monday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Rain,21374,768
40.8020420837973 -74.0006327810760,1196,Monday,Camizzi's Place,Home (private),Residence,-1.0,Rain,21374,768
40.8011246001335 -74.0142488479614,782,Tuesday,North Bergen High School,High School,Professional & Other Places,-1.0,Rain,21374,768
40.8023541739406 -74.0123994565080,842,Tuesday,Exxon,Gas Station,Shop & Service,5.9,Rain,21374,768
40.8033819497664 -74.0065291207600,981,Tuesday,Carol Ann Cleaners,Laundry Service,Shop & Service,-1.0,Clouds,21374,768
40.7860863528562 -74.0461604218268,1012,Tuesday,Harmon Meadow,Shopping Mall,Shop & Service,7.0,Clouds,21374,768
40.7913293023563 -74.0514993667603,1020,Tuesday,Kohl's Secaucus,Department Store,Shop & Service,7.3,Clouds,21374,768
40.8043427110207 -74.0056511371656,1062,Tuesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21374,768
40.7210902366805 -74.0824393082484,1164,Tuesday,Checkers,Fast Food Restaurant,Food,5.7,Clouds,21374,768
40.8165995200000 -74.0028730000000,1298,Tuesday,Dollar Tree,Discount Store,Shop & Service,6.3,Clouds,21374,768
40.8134291126369 -74.0135420858860,1319,Tuesday,Walmart Supercenter,Big Box Store,Shop & Service,6.5,Clouds,21374,768
40.7694623998084 -74.0438138726682,1400,Tuesday,Taco Bell,Fast Food Restaurant,Food,7.4,Clouds,21374,768
40.8402810000000 -73.9982420000000,1437,Tuesday,Legends,Bar,Nightlife Spot,7.0,Clouds,21374,768
40.8069977352103 -74.0161726623774,152,Wednesday,BP,Gas Station,Shop & Service,6.2,Fog,21374,768
40.8012272147775 -74.0003028102289,156,Wednesday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Fog,21374,768
40.8022778485458 -73.9994859695435,167,Wednesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Fog,21374,768
40.8043427110207 -74.0056511371656,178,Wednesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Fog,21374,768
40.8020420837973 -74.0006327810760,294,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Rain,21374,768
40.8023541739406 -74.0123994565080,794,Wednesday,Exxon,Gas Station,Shop & Service,5.9,Clouds,21374,768
40.8011246001335 -74.0142488479614,801,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21374,768
40.8012272147775 -74.0003028102289,810,Wednesday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clouds,21374,768
40.8022778485458 -73.9994859695435,836,Wednesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21374,768
40.8020420837973 -74.0006327810760,969,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21374,768
40.8039649766588 -74.0051346743456,1012,Wednesday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clear,21374,768
40.8043427110207 -74.0056511371656,91,Thursday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21374,768
40.8020420837973 -74.0006327810760,97,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21374,768
40.8023541739406 -74.0123994565080,581,Thursday,Exxon,Gas Station,Shop & Service,5.9,Clear,21374,768
40.8012272147775 -74.0003028102289,607,Thursday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21374,768
40.8022778485458 -73.9994859695435,792,Thursday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21374,768
40.8030584446864 -74.0057773834207,818,Thursday,Fine Fare,Supermarket,Shop & Service,-1.0,Clear,21374,768
40.8033173792385 -74.0063524246216,924,Thursday,The Camizzi Car Hold,Parking,Professional & Other Places,-1.0,Clear,21374,768
40.8114381522955 -74.0677964687347,526,Friday,IZOD Center (Meadowlands Arena),Stadium,Arts & Entertainment,6.8,Clear,21374,768
40.8011246001335 -74.0142488479614,959,Friday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21374,768
40.8512155742824 -73.9520645141602,998,Friday,George Washington Bridge,Bridge,Outdoors & Recreation,-1.0,Clear,21374,768
40.8282772116192 -73.9265534443904,1134,Friday,Yankee Stadium,Baseball Stadium,Arts & Entertainment,9.2,Clear,21374,768
40.8301386180833 -73.9258756223786,1301,Friday,Yankee Stadium,Baseball Stadium,Arts & Entertainment,9.2,Clear,21374,768
40.8293247090912 -73.9276510477066,1343,Friday,Great Hall,Baseball Stadium,Arts & Entertainment,8.2,Clear,21374,768
40.8512155742824 -73.9520645141602,1389,Friday,George Washington Bridge,Bridge,Outdoors & Recreation,-1.0,Clear,21374,768
40.8023541739406 -74.0123994565080,1416,Friday,Exxon,Gas Station,Shop & Service,5.9,Clear,21374,768
40.7597910000000 -74.0227893571429,2,Saturday,Hi-Tech Billiards,Pool Hall,Arts & Entertainment,-1.0,Clear,21374,768
40.8012272147775 -74.0003028102289,130,Saturday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21374,768
40.8132895494315 -74.0113735198975,140,Saturday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21374,768
40.8128348250965 -73.9840793609619,221,Saturday,Edgewater Commons,Shopping Mall,Shop & Service,8.1,Clear,21374,768
40.8186999325416 -74.0013988851112,250,Saturday,McDonald's,Fast Food Restaurant,Food,6.1,Clear,21374,768
40.8020420837973 -74.0006327810760,313,Saturday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21374,768
40.8033819497664 -74.0065291207600,910,Saturday,Carol Ann Cleaners,Laundry Service,Shop & Service,-1.0,Clear,21374,768
40.8304977622507 -74.0932452678680,1084,Saturday,CiCi's Pizza Buffet,Pizza Place,Food,-1.0,Clear,21374,768
40.8033173792385 -74.0063524246216,623,Monday,The Camizzi Car Hold,Parking,Professional & Other Places,-1.0,Clouds,21379,768
40.8132895494315 -74.0113735198975,654,Monday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21379,768
40.8094453811646 -74.0077310800552,685,Monday,Town Service Center,Gas Station,Shop & Service,-1.0,Clouds,21379,768
40.8243968473368 -73.9733505249023,889,Monday,Jamba Juice,Juice Bar,Food,-1.0,Clear,21379,768
40.8012272147775 -74.0003028102289,953,Monday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21379,768
40.8022778485458 -73.9994859695435,953,Monday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21379,768
40.8020420837973 -74.0006327810760,980,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21379,768
40.8132895494315 -74.0113735198975,1088,Wednesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21379,768
40.8012272147775 -74.0003028102289,430,Thursday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21379,768
